Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
実験 ５,OTHER_OUTDOOR,10-01-2018,08:17:08,09:55:56,,86,,,,,1583,69,,,,9,,,,170.0,60.0,172,55,50,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
1,00:00:00,,,,,,,,,,
,00:00:01,,,,,,,,,,
,00:00:02,,,,,,,,,,
,00:00:03,62,,,,,,,,,
,00:00:04,62,,,,,,,,,
,00:00:05,63,,,,,,,,,
,00:00:06,63,,,,,,,,,
,00:00:07,63,,,,,,,,,
,00:00:08,63,,,,,,,,,
,00:00:09,63,,,,,,,,,
,00:00:10,63,,,,,,,,,
,00:00:11,62,,,,,,,,,
,00:00:12,62,,,,,,,,,
,00:00:13,63,,,,,,,,,
,00:00:14,64,,,,,,,,,
,00:00:15,65,,,,,,,,,
,00:00:16,66,,,,,,,,,
,00:00:17,67,,,,,,,,,
,00:00:18,68,,,,,,,,,
,00:00:19,69,,,,,,,,,
,00:00:20,69,,,,,,,,,
,00:00:21,70,,,,,,,,,
,00:00:22,71,,,,,,,,,
,00:00:23,71,,,,,,,,,
,00:00:24,71,,,,,,,,,
,00:00:25,71,,,,,,,,,
,00:00:26,71,,,,,,,,,
,00:00:27,71,,,,,,,,,
,00:00:28,72,,,,,,,,,
,00:00:29,72,,,,,,,,,
,00:00:30,72,,,,,,,,,
,00:00:31,72,,,,,,,,,
,00:00:32,72,,,,,,,,,
,00:00:33,72,,,,,,,,,
,00:00:34,73,,,,,,,,,
,00:00:35,73,,,,,,,,,
,00:00:36,73,,,,,,,,,
,00:00:37,73,,,,,,,,,
,00:00:38,73,,,,,,,,,
,00:00:39,73,,,,,,,,,
,00:00:40,73,,,,,,,,,
,00:00:41,73,,,,,,,,,
,00:00:42,74,,,,,,,,,
,00:00:43,74,,,,,,,,,
,00:00:44,75,,,,,,,,,
,00:00:45,76,,,,,,,,,
,00:00:46,76,,,,,,,,,
,00:00:47,76,,,,,,,,,
,00:00:48,76,,,,,,,,,
,00:00:49,76,,,,,,,,,
,00:00:50,76,,,,,,,,,
,00:00:51,76,,,,,,,,,
,00:00:52,77,,,,,,,,,
,00:00:53,77,,,,,,,,,
,00:00:54,77,,,,,,,,,
,00:00:55,78,,,,,,,,,
,00:00:56,78,,,,,,,,,
,00:00:57,78,,,,,,,,,
,00:00:58,78,,,,,,,,,
,00:00:59,78,,,,,,,,,
,00:01:00,78,,,,,,,,,
,00:01:01,78,,,,,,,,,
,00:01:02,79,,,,,,,,,
,00:01:03,79,,,,,,,,,
,00:01:04,80,,,,,,,,,
,00:01:05,80,,,,,,,,,
,00:01:06,80,,,,,,,,,
,00:01:07,81,,,,,,,,,
,00:01:08,81,,,,,,,,,
,00:01:09,82,,,,,,,,,
,00:01:10,83,,,,,,,,,
,00:01:11,84,,,,,,,,,
,00:01:12,84,,,,,,,,,
,00:01:13,84,,,,,,,,,
,00:01:14,84,,,,,,,,,
,00:01:15,84,,,,,,,,,
,00:01:16,84,,,,,,,,,
,00:01:17,84,,,,,,,,,
,00:01:18,84,,,,,,,,,
,00:01:19,85,,,,,,,,,
,00:01:20,84,,,,,,,,,
,00:01:21,84,,,,,,,,,
,00:01:22,83,,,,,,,,,
,00:01:23,84,,,,,,,,,
,00:01:24,85,,,,,,,,,
,00:01:25,86,,,,,,,,,
,00:01:26,87,,,,,,,,,
,00:01:27,87,,,,,,,,,
,00:01:28,87,,,,,,,,,
,00:01:29,88,,,,,,,,,
,00:01:30,88,,,,,,,,,
,00:01:31,89,,,,,,,,,
,00:01:32,89,,,,,,,,,
,00:01:33,89,,,,,,,,,
,00:01:34,89,,,,,,,,,
,00:01:35,89,,,,,,,,,
,00:01:36,89,,,,,,,,,
,00:01:37,89,,,,,,,,,
,00:01:38,89,,,,,,,,,
,00:01:39,90,,,,,,,,,
,00:01:40,90,,,,,,,,,
,00:01:41,90,,,,,,,,,
,00:01:42,90,,,,,,,,,
,00:01:43,91,,,,,,,,,
,00:01:44,91,,,,,,,,,
,00:01:45,91,,,,,,,,,
,00:01:46,91,,,,,,,,,
,00:01:47,92,,,,,,,,,
,00:01:48,92,,,,,,,,,
,00:01:49,92,,,,,,,,,
,00:01:50,92,,,,,,,,,
,00:01:51,92,,,,,,,,,
,00:01:52,92,,,,,,,,,
,00:01:53,92,,,,,,,,,
,00:01:54,93,,,,,,,,,
,00:01:55,93,,,,,,,,,
,00:01:56,93,,,,,,,,,
,00:01:57,93,,,,,,,,,
,00:01:58,94,,,,,,,,,
,00:01:59,95,,,,,,,,,
,00:02:00,95,,,,,,,,,
,00:02:01,96,,,,,,,,,
,00:02:02,96,,,,,,,,,
,00:02:03,96,,,,,,,,,
,00:02:04,96,,,,,,,,,
,00:02:05,96,,,,,,,,,
,00:02:06,96,,,,,,,,,
,00:02:07,96,,,,,,,,,
,00:02:08,96,,,,,,,,,
,00:02:09,96,,,,,,,,,
,00:02:10,96,,,,,,,,,
,00:02:11,96,,,,,,,,,
,00:02:12,97,,,,,,,,,
,00:02:13,97,,,,,,,,,
,00:02:14,97,,,,,,,,,
,00:02:15,96,,,,,,,,,
,00:02:16,96,,,,,,,,,
,00:02:17,97,,,,,,,,,
,00:02:18,97,,,,,,,,,
,00:02:19,97,,,,,,,,,
,00:02:20,97,,,,,,,,,
,00:02:21,97,,,,,,,,,
,00:02:22,97,,,,,,,,,
,00:02:23,97,,,,,,,,,
,00:02:24,97,,,,,,,,,
,00:02:25,97,,,,,,,,,
,00:02:26,98,,,,,,,,,
,00:02:27,98,,,,,,,,,
,00:02:28,99,,,,,,,,,
,00:02:29,99,,,,,,,,,
,00:02:30,99,,,,,,,,,
,00:02:31,99,,,,,,,,,
,00:02:32,100,,,,,,,,,
,00:02:33,100,,,,,,,,,
,00:02:34,100,,,,,,,,,
,00:02:35,100,,,,,,,,,
,00:02:36,100,,,,,,,,,
,00:02:37,101,,,,,,,,,
,00:02:38,101,,,,,,,,,
,00:02:39,101,,,,,,,,,
,00:02:40,102,,,,,,,,,
,00:02:41,102,,,,,,,,,
,00:02:42,102,,,,,,,,,
,00:02:43,103,,,,,,,,,
