Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
実験 ４,OTHER_OUTDOOR,13-01-2018,09:33:47,14:31:59,,71,,,,,1135,79,,,,0,,,,160.0,50.0,173,55,39,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
1,00:00:00,,,,,,,,,,
,00:00:01,,,,,,,,,,
,00:00:02,,,,,,,,,,
,00:00:03,,,,,,,,,,
,00:00:04,,,,,,,,,,
,00:00:05,,,,,,,,,,
,00:00:06,,,,,,,,,,
,00:00:07,,,,,,,,,,
,00:00:08,,,,,,,,,,
,00:00:09,,,,,,,,,,
,00:00:10,,,,,,,,,,
,00:00:11,85,,,,,,,,,
,00:00:12,86,,,,,,,,,
,00:00:13,86,,,,,,,,,
,00:00:14,85,,,,,,,,,
,00:00:15,85,,,,,,,,,
,00:00:16,84,,,,,,,,,
,00:00:17,83,,,,,,,,,
,00:00:18,82,,,,,,,,,
,00:00:19,81,,,,,,,,,
,00:00:20,80,,,,,,,,,
,00:00:21,77,,,,,,,,,
,00:00:22,75,,,,,,,,,
,00:00:23,73,,,,,,,,,
,00:00:24,72,,,,,,,,,
,00:00:25,71,,,,,,,,,
,00:00:26,70,,,,,,,,,
,00:00:27,69,,,,,,,,,
,00:00:28,69,,,,,,,,,
,00:00:29,69,,,,,,,,,
,00:00:30,68,,,,,,,,,
,00:00:31,68,,,,,,,,,
,00:00:32,68,,,,,,,,,
,00:00:33,68,,,,,,,,,
,00:00:34,69,,,,,,,,,
,00:00:35,70,,,,,,,,,
,00:00:36,71,,,,,,,,,
,00:00:37,71,,,,,,,,,
,00:00:38,71,,,,,,,,,
,00:00:39,71,,,,,,,,,
,00:00:40,71,,,,,,,,,
,00:00:41,71,,,,,,,,,
,00:00:42,70,,,,,,,,,
,00:00:43,70,,,,,,,,,
,00:00:44,70,,,,,,,,,
,00:00:45,70,,,,,,,,,
,00:00:46,70,,,,,,,,,
,00:00:47,70,,,,,,,,,
,00:00:48,70,,,,,,,,,
,00:00:49,69,,,,,,,,,
,00:00:50,68,,,,,,,,,
,00:00:51,67,,,,,,,,,
,00:00:52,66,,,,,,,,,
,00:00:53,66,,,,,,,,,
,00:00:54,66,,,,,,,,,
,00:00:55,66,,,,,,,,,
,00:00:56,66,,,,,,,,,
,00:00:57,67,,,,,,,,,
,00:00:58,68,,,,,,,,,
,00:00:59,69,,,,,,,,,
,00:01:00,70,,,,,,,,,
,00:01:01,70,,,,,,,,,
,00:01:02,70,,,,,,,,,
,00:01:03,70,,,,,,,,,
,00:01:04,70,,,,,,,,,
,00:01:05,71,,,,,,,,,
,00:01:06,71,,,,,,,,,
,00:01:07,70,,,,,,,,,
,00:01:08,70,,,,,,,,,
,00:01:09,70,,,,,,,,,
,00:01:10,70,,,,,,,,,
,00:01:11,70,,,,,,,,,
,00:01:12,70,,,,,,,,,
,00:01:13,70,,,,,,,,,
,00:01:14,71,,,,,,,,,
,00:01:15,71,,,,,,,,,
,00:01:16,71,,,,,,,,,
,00:01:17,71,,,,,,,,,
,00:01:18,70,,,,,,,,,
,00:01:19,69,,,,,,,,,
,00:01:20,69,,,,,,,,,
,00:01:21,69,,,,,,,,,
,00:01:22,69,,,,,,,,,
,00:01:23,69,,,,,,,,,
,00:01:24,69,,,,,,,,,
,00:01:25,69,,,,,,,,,
,00:01:26,69,,,,,,,,,
,00:01:27,69,,,,,,,,,
,00:01:28,69,,,,,,,,,
,00:01:29,69,,,,,,,,,
,00:01:30,69,,,,,,,,,
,00:01:31,69,,,,,,,,,
,00:01:32,69,,,,,,,,,
,00:01:33,69,,,,,,,,,
,00:01:34,69,,,,,,,,,
,00:01:35,70,,,,,,,,,
,00:01:36,70,,,,,,,,,
,00:01:37,69,,,,,,,,,
,00:01:38,68,,,,,,,,,
,00:01:39,68,,,,,,,,,
,00:01:40,68,,,,,,,,,
,00:01:41,68,,,,,,,,,
,00:01:42,68,,,,,,,,,
,00:01:43,68,,,,,,,,,
,00:01:44,69,,,,,,,,,
,00:01:45,69,,,,,,,,,
,00:01:46,69,,,,,,,,,
,00:01:47,69,,,,,,,,,
,00:01:48,69,,,,,,,,,
,00:01:49,70,,,,,,,,,
,00:01:50,70,,,,,,,,,
,00:01:51,70,,,,,,,,,
,00:01:52,70,,,,,,,,,
,00:01:53,69,,,,,,,,,
,00:01:54,68,,,,,,,,,
,00:01:55,67,,,,,,,,,
,00:01:56,67,,,,,,,,,
,00:01:57,67,,,,,,,,,
,00:01:58,67,,,,,,,,,
,00:01:59,68,,,,,,,,,
,00:02:00,68,,,,,,,,,
,00:02:01,68,,,,,,,,,
,00:02:02,69,,,,,,,,,
,00:02:03,70,,,,,,,,,
,00:02:04,70,,,,,,,,,
,00:02:05,71,,,,,,,,,
,00:02:06,71,,,,,,,,,
,00:02:07,71,,,,,,,,,
,00:02:08,71,,,,,,,,,
,00:02:09,70,,,,,,,,,
,00:02:10,69,,,,,,,,,
,00:02:11,69,,,,,,,,,
,00:02:12,68,,,,,,,,,
,00:02:13,69,,,,,,,,,
,00:02:14,69,,,,,,,,,
,00:02:15,70,,,,,,,,,
,00:02:16,71,,,,,,,,,
,00:02:17,73,,,,,,,,,
,00:02:18,75,,,,,,,,,
,00:02:19,77,,,,,,,,,
,00:02:20,79,,,,,,,,,
,00:02:21,81,,,,,,,,,
,00:02:22,83,,,,,,,,,
,00:02:23,84,,,,,,,,,
,00:02:24,83,,,,,,,,,
,00:02:25,83,,,,,,,,,
,00:02:26,84,,,,,,,,,
,00:02:27,84,,,,,,,,,
,00:02:28,85,,,,,,,,,
,00:02:29,87,,,,,,,,,
,00:02:30,89,,,,,,,,,
,00:02:31,90,,,,,,,,,
,00:02:32,90,,,,,,,,,
,00:02:33,90,,,,,,,,,
,00:02:34,90,,,,,,,,,
,00:02:35,89,,,,,,,,,
,00:02:36,88,,,,,,,,,
,00:02:37,87,,,,,,,,,
,00:02:38,86,,,,,,,,,
,00:02:39,86,,,,,,,,,
,00:02:40,84,,,,,,,,,
,00:02:41,84,,,,,,,,,
,00:02:42,84,,,,,,,,,
,00:02:43,85,,,,,,,,,
,00:02:44,85,,,,,,,,,
